Date,Time,Incoming/Outgoing,Phone,Nickname,Location,Country,Partner's Phone,Partner Nickname,Partner's Location,Partner's Country,Duration (min),Surcharges ($),Features
3-Feb-16,14:17,incoming,5191799014,Bob,"Chesapeake, VA",USA,3392227496,,,,3,0,
11-Feb-16,14:24,outgoing,2222822772,Mary,"Buffalo, NY",USA,2610268075,Pete,USA,United States of America,2,0,
29-Jan-16,15:37,incoming,8864023412,Betty,"Clarksville, TN",USA,5191799014,Bob,,,42,0,
7-Feb-16,15:21,outgoing,5191799014,Bob,"Fayetteville, NC",USA,6587142254,,USA,United States of America,1,0,
19-Feb-16,15:20,outgoing,5191799014,Bob,"Atlanta, GA",USA,5096162442,,USA,United States of America,1,0,
29-Jan-16,14:37,outgoing,5191799014,Bob,"Las Vegas, NV",USA,8864023412,Betty,USA,United States of America,42,0,
15-Feb-16,15:29,incoming,5191799014,Bob,"Wichita Falls, TX",USA,7283991210,,,,1,0,
17-Feb-16,15:32,incoming,5191799014,Bob,"Victorville, CA",USA,1024993792,,,,1,0,
6-Feb-16,15:28,outgoing,5191799014,Bob,"Fargo, ND",USA,8825157521,,USA,United States of America,2,0,
30-Jan-16,15:42,outgoing,5191799014,Bob,"South Bend, IN",USA,342778435,,USA,United States of America,1,0,
28-Jan-16,15:57,incoming,2222822772,Mary,"Waterbury, CT",USA,5191799014,Bob,,,1,0,
25-Jan-16,15:57,outgoing,5191799014,Bob,"Orlando, FL",USA,2222822772,Mary,USA,United States of America,1,0,
5-Feb-16,15:57,incoming,5191799014,Bob,"Oceanside, CA",USA,2222822772,Mary,,,2,0,
9-Feb-16,15:57,outgoing,2222822772,Mary,"Richmond, VA",USA,5191799014,Bob,USA,United States of America,2,0,
14-Feb-16,16:38,outgoing,8864023412,Betty,"Durham, NC",USA,2405159182,,USA,United States of America,47,0,
28-Jan-16,16:57,outgoing,5191799014,Bob,"Buffalo, NY",USA,778670070,,USA,United States of America,1,0,
25-Jan-16,17:11,outgoing,5191799014,Bob,"West Jordan, UT",USA,9117715849,,USA,United States of America,1,0,
7-Feb-16,17:12,outgoing,1432520729,Will,"Miramar, FL",USA,4694613539,,USA,United States of America,3,0,
19-Feb-16,17:14,incoming,1432520729,Will,"Kent, WA",USA,6779974730,,,,5,0,
8-Feb-16,17:27,outgoing,5191799014,Bob,"Evansville, IN",USA,6816014459,,USA,United States of America,2,0,
5-Feb-16,17:30,incoming,5191799014,Bob,"Evansville, IN",USA,6659565889,,,,3,0,
18-Feb-16,17:33,incoming,5191799014,Bob,"Kansas City, KS",USA,590154474,,,,2,0,
29-Jan-16,17:25,incoming,1432520729,Will,"Anaheim, CA",USA,6473609800,,,,14,0,
16-Feb-16,18:18,incoming,5191799014,Bob,"Stamford, CT",USA,6756275538,,,,1,0,
20-Feb-16,19:37,outgoing,8864023412,Betty,"Lancaster, CA",USA,2222822772,Mary,USA,United States of America,1,0,
6-Feb-16,18:34,incoming,2222822772,Mary,"Scottsdale, AZ",USA,2610268075,Pete,,,1,0,
31-Jan-16,18:34,outgoing,2610268075,Pete,"Davie, FL",USA,2222822772,Mary,USA,United States of America,1,0,
5-Feb-16,18:38,outgoing,2222822772,Mary,"Ventura, CA",USA,2610268075,Pete,USA,United States of America,2,0,
24-Jan-16,18:38,incoming,2610268075,Pete,"San Angelo, TX",USA,2222822772,Mary,,,2,0,
3-Feb-16,18:53,outgoing,5191799014,Bob,"Chicago, IL",USA,2222822772,Mary,USA,United States of America,1,0,
17-Feb-16,18:54,outgoing,5191799014,Bob,"Gainesville, FL",USA,2610268075,Pete,USA,United States of America,1,0,
19-Feb-16,18:54,incoming,2610268075,Pete,"Lancaster, CA",USA,5191799014,Bob,,,1,0,
28-Jan-16,20:01,outgoing,8864023412,Betty,"Honolulu, HI",USA,2610268075,Pete,USA,United States of America,1,0,
20-Feb-16,20:37,outgoing,8864023412,Betty,"Aurora, IL",USA,6281151556,,USA,United States of America,1,0,
11-Feb-16,19:29,outgoing,2222822772,Mary,"New Haven, CT",USA,8864023412,Betty,USA,United States of America,7,0,
21-Feb-16,20:29,incoming,8864023412,Betty,"Eugene, OR",USA,2222822772,Mary,,,7,0,
19-Feb-16,20:51,incoming,8864023412,Betty,"El Cajon, CA",USA,2522483114,,,,9,0,
29-Jan-16,21:08,outgoing,8864023412,Betty,"Manchester, NH",USA,3893013817,,USA,United States of America,2,0,
4-Feb-16,21:10,outgoing,8864023412,Betty,"Laredo, TX",USA,1463238802,,USA,United States of America,2,0,
20-Feb-16,21:11,outgoing,8864023412,Betty,"Fort Lauderdale, FL",USA,9183381094,,USA,United States of America,2,0,
11-Feb-16,8:58,outgoing,8864023412,Betty,"Westminster, CO",USA,8228931365,,USA,United States of America,5,0,
11-Feb-16,10:14,incoming,8864023412,Betty,"Tallahassee, FL",USA,2610268075,Pete,,,2,0,
9-Feb-16,9:14,outgoing,2610268075,Pete,"Victorville, CA",USA,8864023412,Betty,USA,United States of America,2,0,
25-Jan-16,9:51,outgoing,2610268075,Pete,"Reno, NV",USA,1447908245,,USA,United States of America,3,0,
16-Feb-16,10:51,incoming,2222822772,Mary,"Kansas City, MO",USA,2062302278,,,,3,0,
19-Feb-16,12:17,outgoing,8864023412,Betty,"Knoxville, TN",USA,1449680024,,USA,United States of America,2,0,
6-Feb-16,12:18,outgoing,8864023412,Betty,"Antioch, CA",USA,4124381690,,USA,United States of America,2,0,
10-Feb-16,12:48,outgoing,8864023412,Betty,"Davie, FL",USA,5190311730,,USA,United States of America,2,0,
28-Jan-16,13:47,incoming,2610268075,Pete,"Woodbridge, NJ",USA,5127960087,,,,1,0,
30-Jan-16,20:18,outgoing,8864023412,Betty,"Richardson, TX",USA,4418574842,,USA,United States of America,1,0,
2-Feb-16,20:15,outgoing,8864023412,Betty,"Inglewood, CA",USA,2222822772,Mary,USA,United States of America,3,0,
25-Jan-16,19:45,incoming,9466920036,Jane,"Birmingham, AL",USA,1867660219,,,,2,0,
11-Feb-16,20:41,outgoing,2222822772,Mary,"Fayetteville, NC",USA,8864023412,Betty,USA,United States of America,1,0,
13-Feb-16,21:50,outgoing,8864023412,Betty,"Madison, WI",USA,9732042132,,USA,United States of America,42,0,
29-Jan-16,21:43,outgoing,5191799014,Bob,"Thousand Oaks, CA",USA,6721142032,,USA,United States of America,2,0,
21-Feb-16,22:42,outgoing,8864023412,Betty,"Montgomery, AL",USA,8058164616,,USA,United States of America,1,0,
10-Feb-16,23:09,outgoing,5191799014,Bob,"Glendale, CA",USA,6424951580,,USA,United States of America,2,0,
12-Feb-16,23:08,outgoing,5191799014,Bob,"Aurora, IL",USA,8784896661,,USA,United States of America,1,0,
5-Feb-16,23:09,incoming,5191799014,Bob,"Independence, MO",USA,6078475319,,,,1,0,
26-Jan-16,23:10,outgoing,5191799014,Bob,"Raleigh, NC",USA,5155595467,,USA,United States of America,2,0,
11-Feb-16,6:12,outgoing,8864023412,Betty,"Midland, TX",USA,3859998501,,USA,United States of America,1,0,
6-Feb-16,8:00,incoming,8864023412,Betty,"Hillsboro, OR",USA,6915226713,,,,28,0,
29-Jan-16,8:52,outgoing,8864023412,Betty,"Santa Rosa, CA",USA,3041361814,,USA,United States of America,16,0,
21-Feb-16,9:08,outgoing,8864023412,Betty,"Lincoln, NE",USA,5862266014,,USA,United States of America,2,0,
1-Feb-16,9:11,incoming,8864023412,Betty,"Anaheim, CA",USA,1813307910,,,,6,0,
29-Jan-16,9:17,incoming,8864023412,Betty,"Sioux Falls, SD",USA,3616827716,,,,65,0,
19-Feb-16,10:43,outgoing,8864023412,Betty,"Surprise, AZ",USA,3428739133,,USA,United States of America,1,0,
30-Jan-16,10:44,outgoing,8864023412,Betty,"Concord, CA",USA,5789578316,,USA,United States of America,2,0,
31-Jan-16,11:12,outgoing,8864023412,Betty,"Pittsburgh, PA",USA,6052298895,,USA,United States of America,2,0,
4-Feb-16,11:17,outgoing,8864023412,Betty,"Sioux Falls, SD",USA,8406460112,,USA,United States of America,3,0,
7-Feb-16,12:00,incoming,2222822772,Mary,"Honolulu, HI",USA,4797727779,,,,2,0,
29-Jan-16,13:43,outgoing,8864023412,Betty,"Mesa, AZ",USA,8179038971,,USA,United States of America,4,0,
7-Feb-16,14:32,incoming,1432520729,Will,"Centennial, CO",USA,1311085836,,,,17,0,
5-Feb-16,14:30,incoming,8864023412,Betty,"Baltimore, MD",USA,4850841216,,,,29,0,
1-Feb-16,15:01,incoming,2610268075,Pete,"Bellevue, WA",USA,6615150152,,,,2,0,
25-Jan-16,15:01,outgoing,1432520729,Will,"Norman, OK",USA,4633969573,,USA,United States of America,1,0,
6-Feb-16,15:02,outgoing,1432520729,Will,"Shreveport, LA",USA,6354745880,,USA,United States of America,44,0,
12-Feb-16,15:49,outgoing,8864023412,Betty,"Woodbridge, NJ",USA,1090365050,,USA,United States of America,26,0,
1-Feb-16,16:31,outgoing,5191799014,Bob,"North Las Vegas, NV",USA,4574894211,,USA,United States of America,1,0,
1-Feb-16,16:42,incoming,5191799014,Bob,"Lowell, MA",USA,4382752680,,,,3,0,
16-Feb-16,16:42,incoming,5191799014,Bob,"Des Moines, IA",USA,9087265677,,,,1,0,
31-Jan-16,17:04,incoming,5191799014,Bob,"Elgin, IL",USA,380330294,,,,1,0,
7-Feb-16,18:02,incoming,5191799014,Bob,"Hartford, CT",USA,6118793691,,,,1,0,
4-Feb-16,18:11,outgoing,2610268075,Pete,"Oxnard, CA",USA,1432520729,Will,USA,United States of America,23,0,
30-Jan-16,18:11,incoming,1432520729,Will,"Thornton, CO",USA,2610268075,Pete,,,23,0,
29-Jan-16,18:35,outgoing,1432520729,Will,"Syracuse, NY",USA,8864023412,Betty,USA,United States of America,1,0,
11-Feb-16,19:41,outgoing,8864023412,Betty,"Rancho Cucamonga, CA",USA,254095875,,USA,United States of America,5,0,
21-Feb-16,20:17,outgoing,2222822772,Mary,"Savannah, GA",USA,5191799014,Bob,USA,United States of America,1,0,
18-Feb-16,20:15,outgoing,2222822772,Mary,"Laredo, TX",USA,5191799014,Bob,USA,United States of America,1,0,
15-Feb-16,20:15,outgoing,2222822772,Mary,"Chandler, AZ",USA,5191799014,Bob,USA,United States of America,1,0,
2-Feb-16,20:15,outgoing,2222822772,Mary,"Las Vegas, NV",USA,7608525382,,USA,United States of America,1,0,
29-Jan-16,20:28,outgoing,2222822772,Mary,"Abilene, TX",USA,5191799014,Bob,USA,United States of America,1,0,
31-Jan-16,21:00,outgoing,2222822772,Mary,"Anchorage, AK",USA,5191799014,Bob,USA,United States of America,2,0,
30-Jan-16,21:00,incoming,5191799014,Bob,"Fort Lauderdale, FL",USA,2222822772,Mary,,,2,0,
6-Feb-16,10:59,incoming,8864023412,Betty,"Lafayette, LA",USA,3748381064,,,,28,0,
13-Feb-16,14:32,incoming,8864023412,Betty,"Boston, MA",USA,6592885225,,,,5,0,
29-Jan-16,15:07,outgoing,5191799014,Bob,"Las Vegas, NV",USA,7206481810,,USA,United States of America,1,0,
29-Jan-16,16:24,incoming,8864023412,Betty,"Fargo, ND",USA,1791773741,,,,5,0,
29-Jan-16,16:32,outgoing,8864023412,Betty,"Roseville, CA",USA,2222822772,Mary,USA,United States of America,1,0,
16-Feb-16,17:17,outgoing,5191799014,Bob,"Santa Clara, CA",USA,879986815,,USA,United States of America,1,0,
9-Feb-16,17:18,incoming,5191799014,Bob,"Akron, OH",USA,200637832,,,,2,0,
14-Feb-16,19:11,outgoing,9466920036,Jane,"Sacramento, CA",USA,485984677,,USA,United States of America,3,0,
12-Feb-16,8:28,outgoing,8864023412,Betty,"Rancho Cucamonga, CA",USA,9460039702,,"ST PAUL, MN, USA",United States of America,24,0,"Roaming, BlkCallerId"
31-Jan-16,8:28,outgoing,8864023412,Betty,"New Haven, CT",USA,1930739611,,"ST PAUL, MN, USA",United States of America,1,0,"Roaming, BlkCallerId"
31-Jan-16,13:30,outgoing,8864023412,Betty,"Augusta, GA",USA,8664330900,,"BLOOMINGTN, MN, USA",United States of America,3,0,Roaming
30-Jan-16,12:44,outgoing,8864023412,Betty,"Odessa, TX",USA,2946279322,,"GOLDEN VLY, MN, USA",United States of America,4,0,Roaming
5-Feb-16,14:12,outgoing,8864023412,Betty,"Round Rock, TX",USA,1884504289,,"WASECA, MN, USA",United States of America,78,0,Roaming
27-Jan-16,10:12,incoming,5191799014,Bob,"Fargo, ND",USA,3809185428,,,,2,0,
3-Feb-16,11:27,incoming,2610268075,Pete,"Norman, OK",USA,1474663500,,,,2,0,
31-Jan-16,11:30,incoming,2222822772,Mary,"Boston, MA",USA,3690181878,,,,1,0,
19-Feb-16,11:53,incoming,2222822772,Mary,"High Point, NC",USA,6074539958,,,,2,0,
30-Jan-16,12:51,outgoing,9466920036,Jane,"Norman, OK",USA,8940697344,,USA,United States of America,1,0,
11-Feb-16,13:23,outgoing,2610268075,Pete,"Palm Bay, FL",USA,2222822772,Mary,USA,United States of America,1,0,
6-Feb-16,13:23,outgoing,2610268075,Pete,"Oklahoma City, OK",USA,6563532544,,USA,United States of America,2,0,
9-Feb-16,14:25,incoming,2222822772,Mary,"Fort Collins, CO",USA,2610268075,Pete,,,1,0,
27-Jan-16,14:25,outgoing,2610268075,Pete,"Torrance, CA",USA,2222822772,Mary,USA,United States of America,1,0,
29-Jan-16,15:30,outgoing,1432520729,Will,"Odessa, TX",USA,4157464230,,USA,United States of America,2,0,
12-Feb-16,18:16,outgoing,1432520729,Will,"Boulder, CO",USA,5972139099,,USA,United States of America,1,0,
7-Feb-16,18:15,outgoing,1432520729,Will,"Lansing, MI",USA,8864023412,Betty,USA,United States of America,1,0,
9-Feb-16,18:27,outgoing,1432520729,Will,"Tampa, FL",USA,8864023412,Betty,USA,United States of America,1,0,
16-Feb-16,18:26,outgoing,1432520729,Will,"Newark, NJ",USA,524781237,,USA,United States of America,1,0,
24-Jan-16,18:59,outgoing,1432520729,Will,"Phoenix, AZ",USA,8583267644,,USA,United States of America,1,0,
2-Feb-16,19:32,incoming,9466920036,Jane,"Pasadena, CA",USA,7242814503,,,,1,0,
16-Feb-16,20:43,outgoing,5191799014,Bob,"Simi Valley, CA",USA,1799253614,,USA,United States of America,1,0,
15-Feb-16,11:43,outgoing,9466920036,Jane,"Port St. Lucie, FL",USA,3362036520,,USA,United States of America,2,0,
15-Feb-16,12:17,outgoing,5191799014,Bob,"Modesto, CA",USA,5944361882,,USA,United States of America,7,0,
6-Feb-16,12:25,outgoing,5191799014,Bob,"Lowell, MA",USA,8095125267,,USA,United States of America,3,0,
31-Jan-16,12:29,incoming,5191799014,Bob,"Mesquite, TX",USA,8719697653,,,,10,0,
24-Jan-16,13:45,outgoing,5191799014,Bob,"Eugene, OR",USA,8693034836,,USA,United States of America,1,0,
19-Feb-16,14:07,outgoing,5191799014,Bob,"Jurupa Valley, CA",USA,5593241003,,USA,United States of America,2,0,
26-Jan-16,14:10,incoming,2222822772,Mary,"Fremont, CA",USA,5191799014,Bob,,,2,0,
21-Feb-16,14:10,outgoing,5191799014,Bob,"Fullerton, CA",USA,2222822772,Mary,USA,United States of America,2,0,
30-Jan-16,16:04,incoming,2222822772,Mary,"Chula Vista, CA",USA,8645735876,,,,1,0,
15-Feb-16,16:35,outgoing,1432520729,Will,"Inglewood, CA",USA,3636283916,,USA,United States of America,17,0,
5-Feb-16,19:18,outgoing,9466920036,Jane,"Baltimore, MD",USA,8191840348,,USA,United States of America,1,0,
4-Feb-16,9:21,outgoing,1432520729,Will,"Scottsdale, AZ",USA,5482864215,,USA,United States of America,2,0,
9-Feb-16,9:37,outgoing,8864023412,Betty,"Cincinnati, OH",USA,6564257875,,USA,United States of America,3,0,
6-Feb-16,11:13,outgoing,5191799014,Bob,"High Point, NC",USA,2142931712,,USA,United States of America,6,0,
11-Feb-16,11:39,outgoing,5191799014,Bob,"North Charleston, SC",USA,1925193418,,USA,United States of America,3,0,
11-Feb-16,12:21,outgoing,5191799014,Bob,"Tallahassee, FL",USA,8864023412,Betty,USA,United States of America,1,0,
29-Jan-16,13:30,outgoing,5191799014,Bob,"Waco, TX",USA,8214488931,,USA,United States of America,1,0,
21-Feb-16,16:04,outgoing,1432520729,Will,"Thornton, CO",USA,4988912326,,USA,United States of America,24,0,
13-Feb-16,16:34,outgoing,2222822772,Mary,"Everett, WA",USA,8864023412,Betty,USA,United States of America,1,0,
8-Feb-16,17:41,outgoing,2222822772,Mary,"Shreveport, LA",USA,1456112593,,USA,United States of America,1,0,
30-Jan-16,19:21,outgoing,5191799014,Bob,"Stockton, CA",USA,1687072636,,USA,United States of America,1,0,
19-Feb-16,18:42,outgoing,8864023412,Betty,"Modesto, CA",USA,3515353123,,USA,United States of America,43,0,
19-Feb-16,20:05,outgoing,5191799014,Bob,"Woodbridge, NJ",USA,8028475145,,USA,United States of America,2,0,
3-Feb-16,20:31,outgoing,5191799014,Bob,"North Charleston, SC",USA,1489591745,,USA,United States of America,1,0,
10-Feb-16,21:32,outgoing,2222822772,Mary,"McKinney, TX",USA,8375922834,,USA,United States of America,1,0,
27-Jan-16,21:32,outgoing,2222822772,Mary,"Lakewood, CO",USA,7545464519,,USA,United States of America,1,0,
29-Jan-16,21:07,outgoing,1432520729,Will,"Ann Arbor, MI",USA,3443357306,,USA,United States of America,2,0,
14-Feb-16,10:33,outgoing,5191799014,Bob,"Woodbridge, NJ",USA,9924335563,,USA,United States of America,2,0,
30-Jan-16,12:15,outgoing,5191799014,Bob,"McKinney, TX",USA,8444718626,,USA,United States of America,1,0,
16-Feb-16,13:44,outgoing,8864023412,Betty,"Clearwater, FL",USA,9509727129,,USA,United States of America,2,0,
16-Feb-16,13:47,outgoing,8864023412,Betty,"Boise, ID",USA,1351780113,,USA,United States of America,4,0,
12-Feb-16,13:52,outgoing,8864023412,Betty,"Lakeland, FL",USA,2610268075,Pete,USA,United States of America,19,0,
24-Jan-16,13:52,incoming,2610268075,Pete,"Corpus Christi, TX",USA,8864023412,Betty,,,19,0,
2-Feb-16,14:15,outgoing,2610268075,Pete,"Lubbock, TX",USA,393860582,,USA,United States of America,1,0,
7-Feb-16,14:14,incoming,8864023412,Betty,"El Cajon, CA",USA,5188855422,,,,5,0,
18-Feb-16,14:36,outgoing,2610268075,Pete,"Pearland, TX",USA,2146470767,,USA,United States of America,1,0,
27-Jan-16,15:21,incoming,8864023412,Betty,"Portland, OR",USA,3232554650,,,,8,0,
12-Feb-16,15:52,outgoing,5191799014,Bob,"Rialto, CA",USA,4875553846,,USA,United States of America,1,0,
5-Feb-16,15:50,outgoing,5191799014,Bob,"Ann Arbor, MI",USA,1750937284,,USA,United States of America,2,0,
3-Feb-16,18:22,outgoing,1432520729,Will,"Louisville, KY",USA,4744595571,,USA,United States of America,2,0,
20-Feb-16,18:47,incoming,5191799014,Bob,"Augusta, GA",USA,852005132,,,,2,0,
12-Feb-16,22:47,outgoing,5191799014,Bob,"Laredo, TX",USA,3024261989,,USA,United States of America,1,0,
17-Feb-16,11:14,incoming,8864023412,Betty,"Columbus, GA",USA,9265682377,,,,6,0,
2-Feb-16,11:35,outgoing,2610268075,Pete,"Tulsa, OK",USA,5501464570,,USA,United States of America,1,0,
21-Feb-16,11:36,outgoing,2610268075,Pete,"Provo, UT",USA,9089126897,,USA,United States of America,8,0,
15-Feb-16,13:07,incoming,2222822772,Mary,"Lakeland, FL",USA,2535931709,,,,1,0,
18-Feb-16,13:13,outgoing,1432520729,Will,"Fontana, CA",USA,8864023412,Betty,USA,United States of America,1,0,
31-Jan-16,14:31,outgoing,1432520729,Will,"Phoenix, AZ",USA,9667576174,,USA,United States of America,1,0,
9-Feb-16,14:31,outgoing,1432520729,Will,"Newport News, VA",USA,7837521223,,USA,United States of America,1,0,
17-Feb-16,14:43,incoming,5191799014,Bob,"Virginia Beach, VA",USA,7073933490,,,,1,0,
30-Jan-16,14:33,outgoing,1432520729,Will,"Coral Springs, FL",USA,6323841090,,USA,United States of America,54,0,
13-Feb-16,20:46,outgoing,8864023412,Betty,"Peoria, IL",USA,8968911693,,USA,United States of America,3,0,
25-Jan-16,11:07,outgoing,2222822772,Mary,"North Charleston, SC",USA,3171426882,,USA,United States of America,3,0,
8-Feb-16,11:42,outgoing,5191799014,Bob,"Edison, NJ",USA,8178166343,,USA,United States of America,1,0,
19-Feb-16,11:40,outgoing,5191799014,Bob,"Richmond, VA",USA,3466619236,,USA,United States of America,1,0,
19-Feb-16,11:40,outgoing,5191799014,Bob,"El Paso, TX",USA,9003468806,,USA,United States of America,2,0,
8-Feb-16,12:22,outgoing,2610268075,Pete,"Santa Maria, CA",USA,1432520729,Will,USA,United States of America,1,0,
29-Jan-16,12:22,outgoing,1432520729,Will,"Bakersfield, CA",USA,2610268075,Pete,USA,United States of America,1,0,
9-Feb-16,12:23,outgoing,1432520729,Will,"Billings, MT",USA,2610268075,Pete,USA,United States of America,2,0,
13-Feb-16,12:23,incoming,2610268075,Pete,"Portland, OR",USA,1432520729,Will,,,2,0,
31-Jan-16,12:25,outgoing,2610268075,Pete,"Rochester, NY",USA,1432520729,Will,USA,United States of America,1,0,
18-Feb-16,14:06,outgoing,2222822772,Mary,"Lexington, KY",USA,576881206,,USA,United States of America,1,0,
26-Jan-16,13:40,outgoing,2222822772,Mary,"Denton, TX",USA,3178853346,,USA,United States of America,1,0,
30-Jan-16,11:43,outgoing,5191799014,Bob,"West Jordan, UT",USA,6167643978,,USA,United States of America,3,0,
21-Feb-16,13:45,outgoing,2222822772,Mary,"Ann Arbor, MI",USA,8375729908,,USA,United States of America,1,0,
7-Feb-16,13:58,outgoing,2222822772,Mary,"Evansville, IN",USA,2919563844,,USA,United States of America,1,0,
5-Feb-16,14:40,incoming,2222822772,Mary,"Washington, DC",USA,1234583196,,,,1,0,
3-Feb-16,18:48,incoming,2222822772,Mary,"Arlington, TX",USA,4735672568,,,,1,0,
2-Feb-16,19:11,incoming,8864023412,Betty,"St. Louis, MO",USA,4107841672,,,,6,0,
8-Feb-16,20:20,incoming,5191799014,Bob,"Cary, NC",USA,2759170370,,,,1,0,
28-Jan-16,23:40,incoming,5191799014,Bob,"Temecula, CA",USA,1116097534,,,,1,0,
