Date,Time,Phone,Nickname,Partner's Phone,Partner's Nickname,Sent/Received,Roaming,Roaming Country,Surcharges ($)
29-Jan-16,11:09,5191799014,Bob,3523161540,,sent,no,,0
30-Jan-16,12:00,5191799014,Bob,9050504191,,sent,no,,0
13-Feb-16,12:27,2222822772,Mary,8807922385,,sent,no,,0
16-Feb-16,12:27,2222822772,Mary,499040224,,sent,no,,0
5-Feb-16,12:30,5191799014,Bob,2222822772,Mary,received,no,,0
16-Feb-16,12:23,2222822772,Mary,1220438901,,received,no,,0
14-Feb-16,12:36,1432520729,Will,5191799014,Bob,received,no,,0
3-Feb-16,12:36,2222822772,Mary,4414570220,,received,no,,0
3-Feb-16,12:30,2222822772,Mary,5191799014,Bob,sent,no,,0
11-Feb-16,12:36,5191799014,Bob,1432520729,Will,sent,no,,0
18-Feb-16,12:37,2222822772,Mary,5774575524,,sent,no,,0
15-Feb-16,12:36,2222822772,Mary,6884981838,,received,no,,0
28-Jan-16,12:36,2222822772,Mary,6663313897,,received,no,,0
16-Feb-16,12:35,2222822772,Mary,7496478680,,sent,no,,0
28-Jan-16,12:53,5191799014,Bob,1007507388,,received,no,,0
11-Feb-16,12:46,2222822772,Mary,6093680649,,received,no,,0
29-Jan-16,12:57,2222822772,Mary,4928821578,,sent,no,,0
30-Jan-16,13:09,2222822772,Mary,1228505388,,received,no,,0
10-Feb-16,13:34,2222822772,Mary,3614960638,,sent,no,,0
5-Feb-16,13:41,2222822772,Mary,740773347,,sent,no,,0
29-Jan-16,13:44,2610268075,Pete,8864023412,Betty,sent,no,,0
15-Feb-16,13:41,5191799014,Bob,763687433,,sent,no,,0
11-Feb-16,13:44,8864023412,Betty,2610268075,Pete,received,no,,0
13-Feb-16,13:41,5191799014,Bob,5937612666,,sent,no,,0
31-Jan-16,13:52,2610268075,Pete,8864023412,Betty,received,no,,0
12-Feb-16,13:52,8864023412,Betty,2610268075,Pete,sent,no,,0
17-Feb-16,13:57,2222822772,Mary,3216273082,,received,no,,0
23-Feb-16,13:58,2222822772,Mary,7387263823,,sent,no,,0
4-Feb-16,14:10,2222822772,Mary,6789072518,,sent,no,,0
16-Feb-16,14:16,2610268075,Pete,8864023412,Betty,sent,no,,0
5-Feb-16,14:16,8864023412,Betty,2610268075,Pete,received,no,,0
9-Feb-16,14:17,2222822772,Mary,5191799014,Bob,sent,no,,0
21-Feb-16,14:17,5191799014,Bob,2222822772,Mary,received,no,,0
11-Feb-16,14:20,2222822772,Mary,6195759528,,received,no,,0
19-Feb-16,14:24,5191799014,Bob,2222822772,Mary,received,no,,0
30-Jan-16,14:22,2222822772,Mary,5191799014,Bob,sent,no,,0
18-Feb-16,14:23,2222822772,Mary,5829351371,,sent,no,,0
12-Feb-16,14:22,2222822772,Mary,5191799014,Bob,sent,no,,0
30-Jan-16,14:23,5191799014,Bob,5166729343,,received,no,,0
7-Feb-16,14:22,5191799014,Bob,2222822772,Mary,received,no,,0
17-Feb-16,14:22,5191799014,Bob,2222822772,Mary,received,no,,0
7-Feb-16,14:23,5191799014,Bob,2222822772,Mary,sent,no,,0
7-Feb-16,14:24,2222822772,Mary,5191799014,Bob,sent,no,,0
29-Jan-16,14:23,2222822772,Mary,5191799014,Bob,received,no,,0
24-Jan-16,14:23,5191799014,Bob,5435524828,,received,no,,0
29-Jan-16,14:23,5191799014,Bob,9034194019,,sent,no,,0
27-Jan-16,14:21,5191799014,Bob,7508502798,,sent,no,,0
20-Feb-16,14:22,5191799014,Bob,7670170882,,received,no,,0
17-Feb-16,14:29,8864023412,Betty,2610268075,Pete,sent,no,,0
3-Feb-16,14:28,2610268075,Pete,8864023412,Betty,received,no,,0
29-Jan-16,14:20,5191799014,Bob,2222822772,Mary,sent,no,,0
21-Feb-16,14:28,8864023412,Betty,2610268075,Pete,sent,no,,0
15-Feb-16,14:29,2610268075,Pete,8864023412,Betty,received,no,,0
14-Feb-16,14:20,2222822772,Mary,5191799014,Bob,received,no,,0
6-Feb-16,14:34,8864023412,Betty,2610268075,Pete,sent,no,,0
29-Jan-16,14:34,2610268075,Pete,8864023412,Betty,received,no,,0
5-Feb-16,14:32,8864023412,Betty,2610268075,Pete,received,no,,0
6-Feb-16,14:32,2610268075,Pete,8864023412,Betty,sent,no,,0
16-Feb-16,14:31,5191799014,Bob,297230475,,received,no,,0
18-Feb-16,14:36,5191799014,Bob,7706139970,,sent,no,,0
9-Feb-16,14:47,5191799014,Bob,5133229369,,received,no,,0
24-Jan-16,14:50,2222822772,Mary,2825889435,,received,no,,0
15-Feb-16,14:53,5191799014,Bob,2222822772,Mary,received,no,,0
1-Feb-16,14:53,2222822772,Mary,5191799014,Bob,sent,no,,0
31-Jan-16,15:17,2222822772,Mary,3323763185,,received,no,,0
5-Feb-16,15:26,5191799014,Bob,2222822772,Mary,sent,no,,0
1-Feb-16,15:26,2222822772,Mary,5191799014,Bob,received,no,,0
6-Feb-16,15:27,5191799014,Bob,6700369331,,sent,no,,0
11-Feb-16,15:27,5191799014,Bob,1420763249,,received,no,,0
14-Feb-16,15:27,5191799014,Bob,2591249101,,sent,no,,0
24-Jan-16,15:27,5191799014,Bob,316549627,,received,no,,0
4-Feb-16,15:37,8864023412,Betty,3891616751,,sent,no,,0
16-Feb-16,15:44,5191799014,Bob,2553759559,,sent,no,,0
12-Feb-16,15:56,5191799014,Bob,2188038422,,received,no,,0
31-Jan-16,15:56,5191799014,Bob,2984375697,,sent,no,,0
22-Feb-16,15:51,5191799014,Bob,3836822012,,received,no,,0
26-Jan-16,16:09,2222822772,Mary,3825407247,,sent,no,,0
26-Jan-16,16:29,2222822772,Mary,3484536921,,received,no,,0
25-Jan-16,16:31,2222822772,Mary,7933585312,,sent,no,,0
4-Feb-16,16:29,5191799014,Bob,2738000112,,received,no,,0
10-Feb-16,16:32,2222822772,Mary,1043779197,,received,no,,0
19-Feb-16,16:47,2222822772,Mary,2628468203,,received,no,,0
17-Feb-16,16:44,2222822772,Mary,2367056376,,sent,no,,0
12-Feb-16,16:59,5191799014,Bob,5465257866,,received,no,,0
13-Feb-16,16:54,5191799014,Bob,3963669175,,sent,no,,0
31-Jan-16,16:53,5191799014,Bob,1432520729,Will,received,no,,0
24-Jan-16,16:53,1432520729,Will,5191799014,Bob,sent,no,,0
2-Feb-16,17:06,2222822772,Mary,4805549961,,received,no,,0
26-Jan-16,17:04,2222822772,Mary,431542352,,received,no,,0
13-Feb-16,17:05,2222822772,Mary,6779450239,,sent,no,,0
24-Jan-16,17:07,2222822772,Mary,9737002135,,sent,no,,0
25-Jan-16,17:16,2222822772,Mary,7380230284,,received,no,,0
30-Jan-16,17:26,2222822772,Mary,8784897217,,sent,no,,0
29-Jan-16,17:26,5191799014,Bob,2121299112,,received,no,,0
4-Feb-16,17:26,2222822772,Mary,1358999576,,received,no,,0
30-Jan-16,17:29,1432520729,Will,8478316588,,sent,no,,0
26-Jan-16,17:22,2222822772,Mary,4016702993,,sent,no,,0
22-Feb-16,17:31,1432520729,Will,767495731,,received,no,,0
2-Feb-16,17:31,1432520729,Will,108454149,,received,no,,0
28-Jan-16,17:31,1432520729,Will,3910606862,,received,no,,0
14-Feb-16,17:31,2222822772,Mary,3382540029,,received,no,,0
17-Feb-16,17:35,5191799014,Bob,3306168931,,sent,no,,0
14-Feb-16,17:36,5191799014,Bob,6910470100,,received,no,,0
15-Feb-16,17:56,2222822772,Mary,3867154014,,received,no,,0
13-Feb-16,18:01,2222822772,Mary,2610268075,Pete,received,no,,0
16-Feb-16,18:01,2610268075,Pete,2222822772,Mary,sent,no,,0
6-Feb-16,17:58,2222822772,Mary,9908389374,,sent,no,,0
11-Feb-16,17:57,5191799014,Bob,9705250698,,received,no,,0
12-Feb-16,17:59,2610268075,Pete,2222822772,Mary,sent,no,,0
3-Feb-16,18:01,5191799014,Bob,7624785934,,received,no,,0
29-Jan-16,18:02,2222822772,Mary,2610268075,Pete,sent,no,,0
15-Feb-16,18:02,2610268075,Pete,2222822772,Mary,received,no,,0
22-Feb-16,17:59,2222822772,Mary,2610268075,Pete,received,no,,0
8-Feb-16,18:04,2222822772,Mary,9487437689,,received,no,,0
26-Jan-16,18:00,2610268075,Pete,2222822772,Mary,received,no,,0
4-Feb-16,18:00,2222822772,Mary,2610268075,Pete,sent,no,,0
2-Feb-16,18:20,2610268075,Pete,2222822772,Mary,sent,no,,0
25-Jan-16,18:20,2222822772,Mary,2610268075,Pete,received,no,,0
8-Feb-16,18:22,2222822772,Mary,3295591189,,received,no,,0
1-Feb-16,18:38,8864023412,Betty,2222822772,Mary,sent,no,,0
22-Feb-16,18:38,2222822772,Mary,8864023412,Betty,received,no,,0
20-Feb-16,18:44,2610268075,Pete,205454749,,received,no,,0
17-Feb-16,19:02,8864023412,Betty,2610268075,Pete,sent,no,,0
7-Feb-16,19:02,2610268075,Pete,8864023412,Betty,received,no,,0
25-Jan-16,18:56,2610268075,Pete,1460068663,,sent,no,,0
18-Feb-16,19:19,2222822772,Mary,7240851829,,received,no,,0
10-Feb-16,19:16,2222822772,Mary,8505544416,,sent,no,,0
10-Feb-16,19:25,2222822772,Mary,6711508265,,received,no,,0
22-Feb-16,19:32,1432520729,Will,5191799014,Bob,received,no,,0
30-Jan-16,19:32,5191799014,Bob,1432520729,Will,sent,no,,0
21-Feb-16,19:20,2222822772,Mary,2307706710,,sent,no,,0
17-Feb-16,19:32,5191799014,Bob,5462136769,,sent,no,,0
2-Feb-16,19:26,2610268075,Pete,2041911950,,received,no,,0
19-Feb-16,19:16,2222822772,Mary,3795294036,,sent,no,,0
31-Jan-16,19:41,5191799014,Bob,3193368127,,received,no,,0
16-Feb-16,19:31,5191799014,Bob,5944392861,,sent,no,,0
16-Feb-16,19:33,5191799014,Bob,8350316724,,sent,no,,0
7-Feb-16,19:45,2222822772,Mary,6741553605,,received,no,,0
2-Feb-16,20:20,2222822772,Mary,202899035,,sent,no,,0
31-Jan-16,20:29,2222822772,Mary,8043700496,,sent,no,,0
5-Feb-16,20:55,2222822772,Mary,1196162878,,received,no,,0
29-Jan-16,21:44,2222822772,Mary,5027191044,,sent,no,,0
10-Feb-16,21:49,2222822772,Mary,1028123819,,received,no,,0
21-Feb-16,22:01,5191799014,Bob,5227348267,,received,no,,0
14-Feb-16,21:50,2222822772,Mary,5385402261,,sent,no,,0
20-Feb-16,22:05,5191799014,Bob,8406019508,,sent,no,,0
8-Feb-16,22:02,5191799014,Bob,2283439794,,received,no,,0
24-Jan-16,22:09,5191799014,Bob,9148740047,,received,no,,0
15-Feb-16,22:05,5191799014,Bob,7671470382,,received,no,,0
11-Feb-16,22:06,5191799014,Bob,3407727719,,sent,no,,0
24-Jan-16,22:07,5191799014,Bob,1452377678,,received,no,,0
4-Feb-16,22:04,5191799014,Bob,4722260629,,received,no,,0
20-Feb-16,22:01,5191799014,Bob,6124030301,,received,no,,0
5-Feb-16,22:01,5191799014,Bob,9995753690,,received,no,,0
24-Jan-16,22:09,5191799014,Bob,217231996,,sent,no,,0
11-Feb-16,22:02,5191799014,Bob,9314606974,,sent,no,,0
30-Jan-16,22:10,5191799014,Bob,4633759909,,received,no,,0
20-Feb-16,22:09,5191799014,Bob,6067842830,,sent,no,,0
1-Feb-16,22:09,5191799014,Bob,7011985751,,received,no,,0
19-Feb-16,22:04,5191799014,Bob,2159634149,,received,no,,0
31-Jan-16,22:10,5191799014,Bob,1871544006,,received,no,,0
19-Feb-16,22:10,5191799014,Bob,7629595900,,sent,no,,0
5-Feb-16,22:19,5191799014,Bob,9903686291,,received,no,,0
9-Feb-16,22:20,5191799014,Bob,3600518849,,sent,no,,0
30-Jan-16,22:20,5191799014,Bob,7572842009,,received,no,,0
27-Jan-16,22:10,2610268075,Pete,1278268597,,sent,no,,0
10-Feb-16,22:26,5191799014,Bob,1123053714,,sent,no,,0
15-Feb-16,22:19,5191799014,Bob,6947694370,,sent,no,,0
21-Feb-16,22:20,5191799014,Bob,2887921488,,received,no,,0
8-Feb-16,22:25,5191799014,Bob,2268809276,,received,no,,0
16-Feb-16,22:24,5191799014,Bob,6324336682,,sent,no,,0
8-Feb-16,22:25,5191799014,Bob,5632344314,,received,no,,0
17-Feb-16,23:46,5191799014,Bob,6572342128,,sent,no,,0
8-Feb-16,23:45,5191799014,Bob,4932787145,,received,no,,0
13-Feb-16,23:46,5191799014,Bob,3899237502,,received,no,,0
20-Feb-16,1:37,5191799014,Bob,7687675690,,received,no,,0
7-Feb-16,1:41,5191799014,Bob,2610526036,,sent,no,,0
8-Feb-16,2:05,5191799014,Bob,8579190964,,received,no,,0
22-Feb-16,4:07,5191799014,Bob,8688288644,,sent,no,,0
12-Feb-16,4:41,5191799014,Bob,8985512054,,sent,no,,0
30-Jan-16,4:40,5191799014,Bob,5818355540,,received,no,,0
28-Jan-16,5:25,5191799014,Bob,5327673521,,received,no,,0
15-Feb-16,6:04,5191799014,Bob,6154597514,,received,no,,0
1-Feb-16,8:02,5191799014,Bob,6562849164,,received,no,,0
11-Feb-16,8:11,2222822772,Mary,4007106806,,received,no,,0
19-Feb-16,8:12,8864023412,Betty,8411486971,,received,no,,0
31-Jan-16,10:25,5191799014,Bob,281706872,,received,no,,0
13-Feb-16,10:56,2222822772,Mary,3365594651,,received,no,,0
10-Feb-16,10:57,2222822772,Mary,7057566195,,received,no,,0
22-Feb-16,10:58,2222822772,Mary,1528336116,,sent,no,,0
10-Feb-16,10:46,2222822772,Mary,964038111,,received,no,,0
14-Feb-16,11:01,8864023412,Betty,2689810010,,sent,no,,0
22-Feb-16,11:01,2222822772,Mary,8858709363,,received,no,,0
1-Feb-16,10:52,5191799014,Bob,2643103483,,received,no,,0
18-Feb-16,11:17,5191799014,Bob,8222841980,,received,no,,0
8-Feb-16,11:25,2222822772,Mary,4607148700,,received,no,,0
9-Feb-16,12:16,2222822772,Mary,9035808401,,received,no,,0
3-Feb-16,12:34,2222822772,Mary,7496845167,,sent,no,,0
27-Jan-16,12:45,2222822772,Mary,5989786445,,received,no,,0
13-Feb-16,12:14,2222822772,Mary,5153834313,,sent,no,,0
26-Jan-16,13:41,1432520729,Will,9639453539,,sent,no,,0
29-Jan-16,13:41,1432520729,Will,58333081,,sent,no,,0
7-Feb-16,14:05,5191799014,Bob,4414608297,,sent,no,,0
27-Jan-16,14:32,8864023412,Betty,457739770,,sent,no,,0
21-Feb-16,14:47,2222822772,Mary,5220293259,,received,no,,0
7-Feb-16,15:04,2222822772,Mary,4489558327,,sent,no,,0
31-Jan-16,15:46,2222822772,Mary,5658586436,,received,no,,0
9-Feb-16,15:50,5191799014,Bob,9739218316,,received,no,,0
12-Feb-16,15:54,2222822772,Mary,1515706547,,received,no,,0
14-Feb-16,15:42,5191799014,Bob,9391433333,,sent,no,,0
12-Feb-16,15:51,5191799014,Bob,9670224026,,sent,no,,0
13-Feb-16,15:57,2222822772,Mary,1119147147,,received,no,,0
4-Feb-16,15:54,2222822772,Mary,3082700811,,sent,no,,0
21-Feb-16,16:28,2222822772,Mary,492515291,,received,no,,0
29-Jan-16,16:26,5191799014,Bob,8145470069,,received,no,,0
12-Feb-16,16:32,5191799014,Bob,1831961231,,sent,no,,0
15-Feb-16,16:38,9466920036,Jane,2610268075,Pete,sent,no,,0
6-Feb-16,16:38,2610268075,Pete,9466920036,Jane,received,no,,0
23-Feb-16,16:38,2222822772,Mary,4928808975,,sent,no,,0
1-Feb-16,16:51,2222822772,Mary,6137989925,,received,no,,0
24-Jan-16,16:59,9466920036,Jane,3480876309,,received,no,,0
9-Feb-16,16:58,9466920036,Jane,8062324877,,received,no,,0
11-Feb-16,17:03,2222822772,Mary,8391992775,,sent,no,,0
30-Jan-16,16:58,9466920036,Jane,7921565236,,received,no,,0
28-Jan-16,16:58,9466920036,Jane,6620390745,,sent,no,,0
16-Feb-16,17:02,9466920036,Jane,6415574837,,sent,no,,0
19-Feb-16,16:57,9466920036,Jane,9941012954,,sent,no,,0
29-Jan-16,16:58,9466920036,Jane,3932867962,,sent,no,,0
11-Feb-16,17:02,2222822772,Mary,3329820443,,received,no,,0
16-Feb-16,16:57,2222822772,Mary,8864023412,Betty,sent,no,,0
6-Feb-16,16:57,8864023412,Betty,2222822772,Mary,received,no,,0
31-Jan-16,17:02,9466920036,Jane,5313449043,,sent,no,,0
31-Jan-16,17:05,2222822772,Mary,1022531124,,sent,no,,0
12-Feb-16,17:28,2222822772,Mary,4701564277,,received,no,,0
10-Feb-16,17:28,2222822772,Mary,1593958419,,sent,no,,0
19-Feb-16,17:34,2610268075,Pete,9466920036,Jane,sent,no,,0
23-Feb-16,17:34,9466920036,Jane,2610268075,Pete,received,no,,0
27-Jan-16,17:46,2222822772,Mary,4987429663,,sent,no,,0
6-Feb-16,17:46,2222822772,Mary,408077698,,received,no,,0
13-Feb-16,17:47,2222822772,Mary,8196194292,,sent,no,,0
16-Feb-16,17:51,2222822772,Mary,9264929215,,received,no,,0
24-Jan-16,18:41,2222822772,Mary,546314582,,sent,no,,0
17-Feb-16,20:02,2222822772,Mary,32208543,,sent,no,,0
23-Feb-16,19:57,2222822772,Mary,8020691130,,received,no,,0
25-Jan-16,19:48,2222822772,Mary,5870059901,,received,no,,0
12-Feb-16,20:26,2222822772,Mary,5292250185,,received,no,,0
23-Feb-16,20:45,5191799014,Bob,510636768,,received,no,,0
15-Feb-16,20:45,5191799014,Bob,1477602135,,received,no,,0
10-Feb-16,20:43,2222822772,Mary,3161195128,,sent,no,,0
12-Feb-16,21:04,2610268075,Pete,1432520729,Will,sent,no,,0
20-Feb-16,21:18,2222822772,Mary,7906166679,,received,no,,0
30-Jan-16,21:10,2222822772,Mary,3443210936,,received,no,,0
6-Feb-16,21:12,5191799014,Bob,5914274703,,received,no,,0
12-Feb-16,21:18,2222822772,Mary,4208611952,,sent,no,,0
27-Jan-16,21:17,2222822772,Mary,2658116660,,sent,no,,0
22-Feb-16,21:09,5191799014,Bob,7025586943,,sent,no,,0
12-Feb-16,21:14,2222822772,Mary,6968506122,,sent,no,,0
30-Jan-16,21:21,2610268075,Pete,1432520729,Will,received,no,,0
8-Feb-16,21:21,1432520729,Will,2610268075,Pete,sent,no,,0
29-Jan-16,21:15,2222822772,Mary,7335515251,,received,no,,0
8-Feb-16,21:22,1432520729,Will,2610268075,Pete,received,no,,0
29-Jan-16,21:22,1432520729,Will,2610268075,Pete,sent,no,,0
13-Feb-16,21:22,2610268075,Pete,1432520729,Will,received,no,,0
12-Feb-16,21:15,2222822772,Mary,7849744145,,sent,no,,0
31-Jan-16,21:22,2610268075,Pete,1432520729,Will,sent,no,,0
7-Feb-16,20:58,2222822772,Mary,9557874428,,received,no,,0
10-Feb-16,20:58,2222822772,Mary,8004672091,,sent,no,,0
22-Feb-16,20:58,2222822772,Mary,9798007337,,received,no,,0
14-Feb-16,21:02,2222822772,Mary,9595601761,,sent,no,,0
4-Feb-16,21:04,1432520729,Will,2610268075,Pete,received,no,,0
26-Jan-16,21:04,2222822772,Mary,3685676854,,received,no,,0
9-Feb-16,21:46,5191799014,Bob,3527996543,,sent,no,,0
9-Feb-16,22:23,5191799014,Bob,8536123405,,received,no,,0
10-Feb-16,22:26,5191799014,Bob,4696864343,,received,no,,0
21-Feb-16,22:26,5191799014,Bob,9798243272,,sent,no,,0
18-Feb-16,22:24,5191799014,Bob,1812470921,,sent,no,,0
